Models.DatasetTransformer	Applies a TransformModel to a dataset.	Microsoft.ML.Runtime.EntryPoints.ModelOperations	Apply	Microsoft.ML.Runtime.EntryPoints.ModelOperations+ApplyTransformModelInput	Microsoft.ML.Runtime.EntryPoints.ModelOperations+ApplyTransformModelOutput
Models.FixedPlattCalibrator	Apply a Platt calibrator with a fixed slope and offset to an input model	Microsoft.ML.Runtime.Internal.Calibration.Calibrate	FixedPlatt	Microsoft.ML.Runtime.Internal.Calibration.Calibrate+FixedPlattInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+CalibratorOutput
Models.MultiOutputRegressionEvaluator	Evaluates a multi output regression scored dataset.	Microsoft.ML.Runtime.Data.Evaluate	MultiOutputRegression	Microsoft.ML.Runtime.Data.MultiOutputRegressionMamlEvaluator+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+CommonEvaluateOutput
Models.NaiveCalibrator	Apply a Naive calibrator to an input model	Microsoft.ML.Runtime.Internal.Calibration.Calibrate	Naive	Microsoft.ML.Runtime.Internal.Calibration.Calibrate+NoArgumentsInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+CalibratorOutput
Models.OneVersusAll	One-vs-All macro (OVA)	Microsoft.ML.Runtime.EntryPoints.OneVersusAllMacro	OVA	Microsoft.ML.Runtime.EntryPoints.OneVersusAllMacro+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+MacroOutput`1[Microsoft.ML.Runtime.EntryPoints.OneVersusAllMacro+Output]
Models.OvaModelCombiner	Combines a sequence of PredictorModels into a single model	Microsoft.ML.Runtime.Learners.OvaPredictor	CombineOvaModels	Microsoft.ML.Runtime.EntryPoints.ModelOperations+CombineOvaPredictorModelsInput	Microsoft.ML.Runtime.EntryPoints.ModelOperations+PredictorModelOutput
Models.PAVCalibrator	Apply a PAV calibrator to an input model	Microsoft.ML.Runtime.Internal.Calibration.Calibrate	Pav	Microsoft.ML.Runtime.Internal.Calibration.Calibrate+NoArgumentsInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+CalibratorOutput
Models.PipelineSweeper	AutoML pipeline sweeping optimzation macro.	Microsoft.ML.Runtime.EntryPoints.PipelineSweeperMacro	PipelineSweep	Microsoft.ML.Runtime.EntryPoints.PipelineSweeperMacro+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+MacroOutput`1[Microsoft.ML.Runtime.EntryPoints.PipelineSweeperMacro+Output]
Models.PlattCalibrator	Apply a Platt calibrator to an input model	Microsoft.ML.Runtime.Internal.Calibration.Calibrate	Platt	Microsoft.ML.Runtime.Internal.Calibration.Calibrate+NoArgumentsInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+CalibratorOutput
Models.QuantileRegressionEvaluator	Evaluates a quantile regression scored dataset.	Microsoft.ML.Runtime.Data.Evaluate	QuantileRegression	Microsoft.ML.Runtime.Data.QuantileRegressionMamlEvaluator+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+CommonEvaluateOutput
Models.RankerEvaluator	Evaluates a ranking scored dataset.	Microsoft.ML.Runtime.Data.Evaluate	Ranking	Microsoft.ML.Runtime.Data.RankerMamlEvaluator+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+CommonEvaluateOutput
Models.RegressionEvaluator	Evaluates a regression scored dataset.	Microsoft.ML.Runtime.Data.Evaluate	Regression	Microsoft.ML.Runtime.Data.RegressionMamlEvaluator+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+CommonEvaluateOutput
Models.Summarizer	Summarize a linear regression predictor.	Microsoft.ML.Runtime.EntryPoints.SummarizePredictor	Summarize	Microsoft.ML.Runtime.EntryPoints.SummarizePredictor+Input	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+SummaryOutput
Models.SweepResultExtractor	Extracts the sweep result.	Microsoft.ML.Runtime.EntryPoints.PipelineSweeperMacro	ExtractSweepResult	Microsoft.ML.Runtime.EntryPoints.PipelineSweeperMacro+ResultInput	Microsoft.ML.Runtime.EntryPoints.PipelineSweeperMacro+Output
Models.TrainTestBinaryEvaluator	Train test for binary classification	Microsoft.ML.Runtime.EntryPoints.TrainTestBinaryMacro	TrainTestBinary	Microsoft.ML.Runtime.EntryPoints.TrainTestBinaryMacro+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+MacroOutput`1[Microsoft.ML.Runtime.EntryPoints.TrainTestBinaryMacro+Output]
Models.TrainTestEvaluator	General train test for any supported evaluator	Microsoft.ML.Runtime.EntryPoints.TrainTestMacro	TrainTest	Microsoft.ML.Runtime.EntryPoints.TrainTestMacro+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+MacroOutput`1[Microsoft.ML.Runtime.EntryPoints.TrainTestMacro+Output]
Trainers.AveragedPerceptronBinaryClassifier	Train a Average perceptron.	Microsoft.ML.Runtime.Learners.AveragedPerceptronTrainer	TrainBinary	Microsoft.ML.Runtime.Learners.AveragedPerceptronTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+BinaryClassificationOutput
Trainers.FastForestBinaryClassifier	Uses a random forest learner to perform binary classification.	Microsoft.ML.Runtime.FastTree.FastForest	TrainBinary	Microsoft.ML.Runtime.FastTree.FastForestClassification+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+BinaryClassificationOutput
Trainers.FastForestRegressor	Trains a random forest to fit target values using least-squares.	Microsoft.ML.Runtime.FastTree.FastForest	TrainRegression	Microsoft.ML.Runtime.FastTree.FastForestRegression+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+RegressionOutput
Trainers.FastTreeBinaryClassifier	Uses a logit-boost boosted tree learner to perform binary classification.	Microsoft.ML.Runtime.FastTree.FastTree	TrainBinary	Microsoft.ML.Runtime.FastTree.FastTreeBinaryClassificationTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+BinaryClassificationOutput
Trainers.FastTreeRanker	Trains gradient boosted decision trees to the LambdaRank quasi-gradient.	Microsoft.ML.Runtime.FastTree.FastTree	TrainRanking	Microsoft.ML.Runtime.FastTree.FastTreeRankingTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+RankingOutput
Trainers.FastTreeRegressor	Trains gradient boosted decision trees to fit target values using least-squares.	Microsoft.ML.Runtime.FastTree.FastTree	TrainRegression	Microsoft.ML.Runtime.FastTree.FastTreeRegressionTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+RegressionOutput
Trainers.FastTreeTweedieRegressor	Trains gradient boosted decision trees to fit target values using a Tweedie loss function. This learner is a generalization of Poisson, compound Poisson, and gamma regression.	Microsoft.ML.Runtime.FastTree.FastTree	TrainTweedieRegression	Microsoft.ML.Runtime.FastTree.FastTreeTweedieTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+RegressionOutput
Trainers.GeneralizedAdditiveModelBinaryClassifier	Trains a gradient boosted stump per feature, on all features simultaneously, to fit target values using least-squares. It mantains no interactions between features.	Microsoft.ML.Runtime.FastTree.Gam	TrainBinary	Microsoft.ML.Runtime.FastTree.BinaryClassificationGamTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+BinaryClassificationOutput
Trainers.GeneralizedAdditiveModelRegressor	Trains a gradient boosted stump per feature, on all features simultaneously, to fit target values using least-squares. It mantains no interactions between features.	Microsoft.ML.Runtime.FastTree.Gam	TrainRegression	Microsoft.ML.Runtime.FastTree.RegressionGamTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+RegressionOutput
Trainers.KMeansPlusPlusClusterer	K-means is a popular clustering algorithm. With K-means, the data is clustered into a specified number of clusters in order to minimize the within-cluster sum of squares. K-means++ improves upon K-means by using a better method for choosing the initial cluster centers.	Microsoft.ML.Runtime.KMeans.KMeansPlusPlusTrainer	TrainKMeans	Microsoft.ML.Runtime.KMeans.KMeansPlusPlusTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+ClusteringOutput
Trainers.LinearSvmBinaryClassifier	Train a linear SVM.	Microsoft.ML.Runtime.Learners.LinearSvm	TrainLinearSvm	Microsoft.ML.Runtime.Learners.LinearSvm+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+BinaryClassificationOutput
Trainers.LogisticRegressionBinaryClassifier	Train a logistic regression binary model	Microsoft.ML.Runtime.Learners.LogisticRegression	TrainBinary	Microsoft.ML.Runtime.Learners.LogisticRegression+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+BinaryClassificationOutput
Trainers.LogisticRegressionClassifier	Train a logistic regression multi class model	Microsoft.ML.Runtime.Learners.LogisticRegression	TrainMultiClass	Microsoft.ML.Runtime.Learners.MulticlassLogisticRegression+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+MulticlassClassificationOutput
Trainers.NaiveBayesClassifier	Train a MultiClassNaiveBayesTrainer.	Microsoft.ML.Runtime.Learners.MultiClassNaiveBayesTrainer	TrainMultiClassNaiveBayesTrainer	Microsoft.ML.Runtime.Learners.MultiClassNaiveBayesTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+MulticlassClassificationOutput
Trainers.OnlineGradientDescentRegressor	Train a Online gradient descent perceptron.	Microsoft.ML.Runtime.Learners.OnlineGradientDescentTrainer	TrainRegression	Microsoft.ML.Runtime.Learners.OnlineGradientDescentTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+RegressionOutput
Trainers.OrdinaryLeastSquaresRegressor	Train an OLS regression model.	Microsoft.ML.Runtime.Learners.OlsLinearRegressionTrainer	TrainRegression	Microsoft.ML.Runtime.Learners.OlsLinearRegressionTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+RegressionOutput
Trainers.PcaAnomalyDetector	Train an PCA Anomaly model.	Microsoft.ML.Runtime.PCA.RandomizedPcaTrainer	TrainPcaAnomaly	Microsoft.ML.Runtime.PCA.RandomizedPcaTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+AnomalyDetectionOutput
Trainers.PoissonRegressor	Train an Poisson regression model.	Microsoft.ML.Runtime.Learners.PoissonRegression	TrainRegression	Microsoft.ML.Runtime.Learners.PoissonRegression+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+RegressionOutput
Trainers.StochasticDualCoordinateAscentBinaryClassifier	Train an SDCA binary model.	Microsoft.ML.Runtime.Learners.Sdca	TrainBinary	Microsoft.ML.Runtime.Learners.LinearClassificationTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+BinaryClassificationOutput
Trainers.StochasticDualCoordinateAscentClassifier	Train an SDCA multi class model	Microsoft.ML.Runtime.Learners.Sdca	TrainMultiClass	Microsoft.ML.Runtime.Learners.SdcaMultiClassTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+MulticlassClassificationOutput
Trainers.StochasticDualCoordinateAscentRegressor	Train an SDCA regression model	Microsoft.ML.Runtime.Learners.Sdca	TrainRegression	Microsoft.ML.Runtime.Learners.SdcaRegressionTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+RegressionOutput
Trainers.StochasticGradientDescentBinaryClassifier	Train an Hogwild SGD binary model.	Microsoft.ML.Runtime.Learners.StochasticGradientDescentClassificationTrainer	TrainBinary	Microsoft.ML.Runtime.Learners.StochasticGradientDescentClassificationTrainer+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+BinaryClassificationOutput
Transforms.ApproximateBootstrapSampler	Approximate bootstrap sampling.	Microsoft.ML.Runtime.Data.BootstrapSample	GetSample	Microsoft.ML.Runtime.Data.BootstrapSampleTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.BinaryPredictionScoreColumnsRenamer	For binary prediction, it renames the PredictedLabel and Score columns to include the name of the positive class.	Microsoft.ML.Runtime.EntryPoints.ScoreModel	RenameBinaryPredictionScoreColumns	Microsoft.ML.Runtime.EntryPoints.ScoreModel+RenameBinaryPredictionScoreColumnsInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.BinNormalizer	The values are assigned into equidensity bins and a value is mapped to its bin_number/number_of_bins.	Microsoft.ML.Runtime.Data.Normalize	Bin	Microsoft.ML.Runtime.Data.NormalizeTransform+BinArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.CategoricalHashOneHotVectorizer	Encodes the categorical variable with hash-based encoding	Microsoft.ML.Runtime.Data.Categorical	CatTransformHash	Microsoft.ML.Runtime.Data.CategoricalHashTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.CategoricalOneHotVectorizer	Encodes the categorical variable with one-hot encoding based on term dictionary	Microsoft.ML.Runtime.Data.Categorical	CatTransformDict	Microsoft.ML.Runtime.Data.CategoricalTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.CharacterTokenizer	Character-oriented tokenizer where text is considered a sequence of characters.	Microsoft.ML.Runtime.Transforms.TextAnalytics	CharTokenize	Microsoft.ML.Runtime.TextAnalytics.CharTokenizeTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.ColumnConcatenator	Concatenates two columns of the same item type.	Microsoft.ML.Runtime.EntryPoints.SchemaManipulation	ConcatColumns	Microsoft.ML.Runtime.Data.ConcatTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.ColumnCopier	Duplicates columns from the dataset	Microsoft.ML.Runtime.EntryPoints.SchemaManipulation	CopyColumns	Microsoft.ML.Runtime.Data.CopyColumnsTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.ColumnDropper	Drops columns from the dataset	Microsoft.ML.Runtime.EntryPoints.SchemaManipulation	DropColumns	Microsoft.ML.Runtime.Data.DropColumnsTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.ColumnSelector	Selects a set of columns, dropping all others	Microsoft.ML.Runtime.EntryPoints.SchemaManipulation	SelectColumns	Microsoft.ML.Runtime.Data.DropColumnsTransform+KeepArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.ColumnTypeConverter	Converts a column to a different type, using standard conversions.	Microsoft.ML.Runtime.Data.TypeConversion	Convert	Microsoft.ML.Runtime.Data.ConvertTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.CombinerByContiguousGroupId	Groups values of a scalar column into a vector, by a contiguous group ID	Microsoft.ML.Runtime.Data.GroupingOperations	Group	Microsoft.ML.Runtime.Data.GroupTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.ConditionalNormalizer	Normalize the columns only if needed	Microsoft.ML.Runtime.Data.Normalize	IfNeeded	Microsoft.ML.Runtime.Data.NormalizeTransform+MinMaxArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+MacroOutput`1[Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput]
Transforms.DataCache	Caches using the specified cache option.	Microsoft.ML.Runtime.EntryPoints.Cache	CacheData	Microsoft.ML.Runtime.EntryPoints.Cache+CacheInput	Microsoft.ML.Runtime.EntryPoints.Cache+CacheOutput
Transforms.DatasetScorer	Score a dataset with a predictor model	Microsoft.ML.Runtime.EntryPoints.ScoreModel	Score	Microsoft.ML.Runtime.EntryPoints.ScoreModel+Input	Microsoft.ML.Runtime.EntryPoints.ScoreModel+Output
Transforms.DatasetTransformScorer	Score a dataset with a transform model	Microsoft.ML.Runtime.EntryPoints.ScoreModel	ScoreUsingTransform	Microsoft.ML.Runtime.EntryPoints.ScoreModel+InputTransformScorer	Microsoft.ML.Runtime.EntryPoints.ScoreModel+Output
Transforms.Dictionarizer	Converts input values (words, numbers, etc.) to index in a dictionary.	Microsoft.ML.Runtime.Transforms.TextAnalytics	TermTransform	Microsoft.ML.Runtime.Data.TermTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.FeatureCombiner	Combines all the features into one feature column.	Microsoft.ML.Runtime.EntryPoints.FeatureCombiner	PrepareFeatures	Microsoft.ML.Runtime.EntryPoints.FeatureCombiner+FeatureCombinerInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.FeatureSelectorByCount	Selects the slots for which the count of non-default values is greater than or equal to a threshold.	Microsoft.ML.Runtime.EntryPoints.SelectFeatures	CountSelect	Microsoft.ML.Runtime.Data.CountFeatureSelectionTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.FeatureSelectorByMutualInformation	Selects the top k slots across all specified columns ordered by their mutual information with the label column.	Microsoft.ML.Runtime.EntryPoints.SelectFeatures	MutualInformationSelect	Microsoft.ML.Runtime.Data.MutualInformationFeatureSelectionTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.GlobalContrastNormalizer	Performs a global contrast normalization on input values: Y = (s * X - M) / D, where s is a scale, M is mean and D is either L2 norm or standard deviation.	Microsoft.ML.Runtime.Data.LpNormalization	GcNormalize	Microsoft.ML.Runtime.Data.LpNormNormalizerTransform+GcnArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.HashConverter	Converts column values into hashes. This transform accepts both numeric and text inputs, both single and vector-valued columns. This is a part of the Dracula transform.	Microsoft.ML.Runtime.Data.HashJoin	Apply	Microsoft.ML.Runtime.Data.HashJoinTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.KeyToTextConverter	KeyToValueTransform utilizes KeyValues metadata to map key indices to the corresponding values in the KeyValues metadata.	Microsoft.ML.Runtime.Data.Categorical	KeyToText	Microsoft.ML.Runtime.Data.KeyToValueTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.LabelColumnKeyBooleanConverter	Transforms the label to either key or bool (if needed) to make it suitable for classification.	Microsoft.ML.Runtime.EntryPoints.FeatureCombiner	PrepareClassificationLabel	Microsoft.ML.Runtime.EntryPoints.FeatureCombiner+ClassificationLabelInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.LabelIndicator	Label remapper used by OVA	Microsoft.ML.Runtime.Data.LabelIndicatorTransform	LabelIndicator	Microsoft.ML.Runtime.Data.LabelIndicatorTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.LabelToFloatConverter	Transforms the label to float to make it suitable for regression.	Microsoft.ML.Runtime.EntryPoints.FeatureCombiner	PrepareRegressionLabel	Microsoft.ML.Runtime.EntryPoints.FeatureCombiner+RegressionLabelInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.LogMeanVarianceNormalizer	Normalizes the data based on the computed mean and variance of the logarithm of the data.	Microsoft.ML.Runtime.Data.Normalize	LogMeanVar	Microsoft.ML.Runtime.Data.NormalizeTransform+LogMeanVarArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.LpNormalizer	Normalize vectors (rows) individually by rescaling them to unit norm (L2, L1 or LInf). Performs the following operation on a vector X: Y = (X - M) / D, where M is mean and D is either L2 norm, L1 norm or LInf norm.	Microsoft.ML.Runtime.Data.LpNormalization	Normalize	Microsoft.ML.Runtime.Data.LpNormNormalizerTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.ManyHeterogeneousModelCombiner	Combines a sequence of TransformModels and a PredictorModel into a single PredictorModel.	Microsoft.ML.Runtime.EntryPoints.ModelOperations	CombineModels	Microsoft.ML.Runtime.EntryPoints.ModelOperations+PredictorModelInput	Microsoft.ML.Runtime.EntryPoints.ModelOperations+PredictorModelOutput
Transforms.MeanVarianceNormalizer	Normalizes the data based on the computed mean and variance of the data.	Microsoft.ML.Runtime.Data.Normalize	MeanVar	Microsoft.ML.Runtime.Data.NormalizeTransform+MeanVarArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.MinMaxNormalizer	Normalizes the data based on the observed minimum and maximum values of the data.	Microsoft.ML.Runtime.Data.Normalize	MinMax	Microsoft.ML.Runtime.Data.NormalizeTransform+MinMaxArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.MissingValueHandler	Handle missing values by replacing them with either the default value or the mean/min/max value (for non-text columns only). An indicator column can optionally be concatenated, if theinput column type is numeric.	Microsoft.ML.Runtime.Data.NAHandling	Handle	Microsoft.ML.Runtime.Data.NAHandleTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.MissingValueIndicator	Create a boolean output column with the same number of slots as the input column, where the output value is true if the value in the input column is missing.	Microsoft.ML.Runtime.Data.NAHandling	Indicator	Microsoft.ML.Runtime.Data.NAIndicatorTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.MissingValuesDropper	Removes NAs from vector columns.	Microsoft.ML.Runtime.Data.NAHandling	Drop	Microsoft.ML.Runtime.Data.NADropTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.MissingValuesRowDropper	Filters out rows that contain missing values.	Microsoft.ML.Runtime.Data.NAHandling	Filter	Microsoft.ML.Runtime.Data.NAFilter+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.MissingValueSubstitutor	Create an output column of the same type and size of the input column, where missing values are replaced with either the default value or the mean/min/max value (for non-text columns only).	Microsoft.ML.Runtime.Data.NAHandling	Replace	Microsoft.ML.Runtime.Data.NAReplaceTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.ModelCombiner	Combines a sequence of TransformModels into a single model	Microsoft.ML.Runtime.EntryPoints.ModelOperations	CombineTransformModels	Microsoft.ML.Runtime.EntryPoints.ModelOperations+CombineTransformModelsInput	Microsoft.ML.Runtime.EntryPoints.ModelOperations+CombineTransformModelsOutput
Transforms.NGramTranslator	Produces a bag of counts of ngrams (sequences of consecutive values of length 1-n) in a given vector of keys. It does so by building a dictionary of ngrams and using the id in the dictionary as the index in the bag.	Microsoft.ML.Runtime.Transforms.TextAnalytics	NGramTransform	Microsoft.ML.Runtime.Data.NgramTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.NoOperation	Does nothing.	Microsoft.ML.Runtime.Data.NopTransform	Nop	Microsoft.ML.Runtime.Data.NopTransform+NopInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.OptionalColumnCreator	If the source column does not exist after deserialization, create a column with the right type and default values.	Microsoft.ML.Runtime.DataPipe.OptionalColumnTransform	MakeOptional	Microsoft.ML.Runtime.DataPipe.OptionalColumnTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.PcaCalculator	Train an PCA Anomaly model.	Microsoft.ML.Runtime.Data.PcaTransform	Calculate	Microsoft.ML.Runtime.Data.PcaTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.PredictedLabelColumnOriginalValueConverter	Transforms a predicted label column to its original values, unless it is of type bool.	Microsoft.ML.Runtime.EntryPoints.FeatureCombiner	ConvertPredictedLabel	Microsoft.ML.Runtime.EntryPoints.FeatureCombiner+PredictedLabelInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.RandomNumberGenerator	Adds a column with a generated number sequence.	Microsoft.ML.Runtime.Data.RandomNumberGenerator	Generate	Microsoft.ML.Runtime.Data.GenerateNumberTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.RowRangeFilter	Filters a dataview on a column of type Single, Double or Key (contiguous). Keeps the values that are in the specified min/max range. NaNs are always filtered out. If the input is a Key type, the min/max are considered percentages of the number of values.	Microsoft.ML.Runtime.EntryPoints.SelectRows	FilterByRange	Microsoft.ML.Runtime.Data.RangeFilter+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.RowSkipAndTakeFilter	Allows limiting input to a subset of rows at an optional offset.  Can be used to implement data paging.	Microsoft.ML.Runtime.EntryPoints.SelectRows	SkipAndTakeFilter	Microsoft.ML.Runtime.Data.SkipTakeFilter+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
