Instance	Label	Score	Probability	Log-loss	Assigned
42	1	7.629478	0.97843194	0.031456594700444721	1
43	1	3.909906	0.8759857	0.19102080572420604	1
44	1	8.416196	0.9853434	0.0213014968907182	1
45	0	-9.42309	0.00891076	0.012913128393812673	0
46	1	8.09752	0.9828551	0.024949382828179916	1
47	0	-9.42309	0.00891076	0.012913128393812673	0
48	0	-9.42309	0.00891076	0.012913128393812673	0
49	1	6.63538742	0.965030849	0.051353033378115753	1
50	1	7.972965	0.9817735	0.026537875194629905	1
51	1	1.52107978	0.681470931	0.55327597741350898	1
52	1	7.62036562	0.9783356	0.031598626881391895	1
53	1	8.234643	0.983972967	0.023309414877160588	1
54	1	7.59931755	0.978111446	0.031929239840126133	1
55	1	6.971595	0.970280945	0.043525554075365055	1
56	1	8.598682	0.9866044	0.019456384419921445	1
57	1	1.73796809	0.704534233	0.50525828753471469	1
58	1	5.73721457	0.9462726	0.079672225517439355	1
59	1	4.34540224	0.8977711	0.15558040718803445	1
60	1	5.3815546	0.9364802	0.094679565819103417	1
61	0	-8.80709648	0.0120859956	0.017542630889672291	0
62	1	7.686819	0.979028761	0.030576851707309935	1
63	1	1.91547	0.7226681	0.46859485999108519	1
64	0	-9.42309	0.00891076	0.012913128393812673	0
65	1	2.8947413	0.809593439	0.30473049632390448	1
66	0	-9.42309	0.00891076	0.012913128393812673	0
67	1	6.169587	0.9562611	0.064523508150914941	1
68	1	6.18367624	0.95655483	0.064080428135998707	1
69	0	-9.42309	0.00891076	0.012913128393812673	0
70	0	-9.42309	0.00891076	0.012913128393812673	0
71	1	7.12945461	0.9724744	0.04026782825384323	1
72	0	-5.59724855	0.05739856	0.085280211670689651	0
73	1	8.524801	0.9861073	0.020183472595761073	1
74	1	7.972965	0.9817735	0.026537875194629905	1
75	0	-7.74235964	0.0204085875	0.029747968230895115	0
76	0	-8.370296	0.0149917826	0.021792334638521316	0
77	0	-9.012697	0.0109181711	0.015838211719244752	0
78	0	-7.258053	0.02585575	0.037792674146984756	0
79	0	-9.42309	0.00891076	0.012913128393812673	0
80	0	-7.07285833	0.0282932948	0.04140717082153203	0
81	0	-9.42309	0.00891076	0.012913128393812673	0
82	0	-9.42309	0.00891076	0.012913128393812673	0
83	0	-7.4871974	0.0231215153	0.033748980398722088	0
84	1	8.799492	0.987868547	0.017609015197118792	1
85	1	7.5326705	0.9773865	0.032998954645924512	1
86	1	2.776155	0.800285161	0.32141393689399061	1
87	1	8.799492	0.987868547	0.017609015197118792	1
88	0	-9.42309	0.00891076	0.012913128393812673	0
89	0	-9.42309	0.00891076	0.012913128393812673	0
90	0	-9.42309	0.00891076	0.012913128393812673	0
91	0	-9.42309	0.00891076	0.012913128393812673	0
92	0	-9.42309	0.00891076	0.012913128393812673	0
93	0	-9.42309	0.00891076	0.012913128393812673	0
94	0	-9.42309	0.00891076	0.012913128393812673	0
95	0	-9.42309	0.00891076	0.012913128393812673	0
96	0	-9.42309	0.00891076	0.012913128393812673	0
97	0	-9.42309	0.00891076	0.012913128393812673	0
98	1	8.616004	0.986718357	0.019289746281806967	1
99	1	8.721046	0.9873894	0.018308958497793435	1
100	1	6.263916	0.958191931	0.061613430026876255	1
101	1	0.478070468	0.5594759	0.83785211116262315	1
102	0	-9.42309	0.00891076	0.012913128393812673	0
103	1	3.00839663	0.8181998	0.28947488674484101	1
104	1	9.0362	0.989208	0.015654212405246858	1
105	1	4.402023	0.9003403	0.15145766759146348	1
106	1	8.766776	0.9876709	0.01789769304324031	1
107	1	8.799492	0.987868547	0.017609015197118792	1
108	0	-8.691402	0.0127965417	0.018580646410714993	0
109	1	7.629478	0.97843194	0.031456594700444721	1
110	0	-6.345118	0.040211536	0.059211621920696858	0
111	1	6.83216763	0.9682034	0.046617896568018236	1
112	1	8.375659	0.985047758	0.021734423090586603	1
113	1	7.412687	0.9760219	0.035014596397533897	1
114	0	-6.84766	0.03155896	0.046263877617410243	0
115	0	-7.69556	0.0208816864	0.030444893700947089	0
116	0	-3.72040534	0.134679437	0.20869340788039265	0
117	1	8.799492	0.987868547	0.017609015197118792	1
118	0	-7.97177029	0.01823722	0.026553621914634892	0
119	0	-8.80709648	0.0120859956	0.017542630889672291	0
120	0	-9.42309	0.00891076	0.012913128393812673	0
121	0	-8.80709648	0.0120859956	0.017542630889672291	0
122	1	8.118364	0.983029842	0.024692880971169513	1
123	1	4.60496044	0.909082234	0.13751729102682511	1
124	1	5.49231625	0.939696	0.089733965892142498	1
125	0	-9.42309	0.00891076	0.012913128393812673	0
126	1	8.759823	0.9876285	0.017959597412608132	1
127	0	-9.42309	0.00891076	0.012913128393812673	0
128	1	4.84676647	0.9185931	0.12250213448108568	1
129	0	-9.656652	0.00793641	0.011495495941751468	0
130	0	-9.42309	0.00891076	0.012913128393812673	0
131	0	-9.42309	0.00891076	0.012913128393812673	0
132	1	5.326963	0.934837043	0.097213192275766108	1
133	0	-9.42309	0.00891076	0.012913128393812673	0
134	0	-9.42309	0.00891076	0.012913128393812673	0
135	0	-6.88744831	0.03095657	0.045366770055719291	0
136	0	-9.42309	0.00891076	0.012913128393812673	0
137	0	-9.42309	0.00891076	0.012913128393812673	0
138	0	-9.42309	0.00891076	0.012913128393812673	0
139	0	-2.73920369	0.202684179	0.32677679825805495	0
140	0	-9.42309	0.00891076	0.012913128393812673	0
141	0	-9.42309	0.00891076	0.012913128393812673	0
142	1	7.97366667	0.981779754	0.026528678510841387	1
143	0	-7.69556	0.0208816864	0.030444893700947089	0
144	0	-9.42309	0.00891076	0.012913128393812673	0
145	0	0.465059131	0.5578719	1.1774635941005296	1
146	1	1.93709254	0.7248297	0.464286075871439	1
147	0	-8.80709648	0.0120859956	0.017542630889672291	0
148	0	-7.734567	0.0204866268	0.029862905247977189	0
149	1	8.118364	0.983029842	0.024692880971169513	1
150	0	-9.42309	0.00891076	0.012913128393812673	0
151	1	7.9525466	0.9815899	0.026807670670985224	1
152	1	8.874785	0.9883115	0.016962224402212785	1
153	0	-5.82409143	0.0515613034	0.076373568506717809	0
154	0	-9.42309	0.00891076	0.012913128393812673	0
155	1	4.53380632	0.9060986	0.14226003793482811	1
156	0	-9.42309	0.00891076	0.012913128393812673	0
157	0	-9.42309	0.00891076	0.012913128393812673	0
158	0	-2.269063	0.2433258	0.40225583931577691	0
159	1	8.118364	0.983029842	0.024692880971169513	1
160	1	8.118364	0.983029842	0.024692880971169513	1
161	0	-9.42309	0.00891076	0.012913128393812673	0
162	0	-9.42309	0.00891076	0.012913128393812673	0
163	0	-7.032716	0.0288503654	0.042234491910338283	0
164	0	-0.591525	0.4265937	0.8023703170034433	0
165	0	-8.80709648	0.0120859956	0.017542630889672291	0
166	1	7.563744	0.977727354	0.032495879696490336	1
167	1	6.231873	0.95754534	0.062587294186301767	1
168	0	-9.42309	0.00891076	0.012913128393812673	0
169	0	-9.42309	0.00891076	0.012913128393812673	0
170	0	-9.42309	0.00891076	0.012913128393812673	0
171	0	-9.42309	0.00891076	0.012913128393812673	0
172	0	-9.42309	0.00891076	0.012913128393812673	0
173	1	8.721046	0.9873894	0.018308958497793435	1
174	1	8.180679	0.983541846	0.023941659435328159	1
175	1	8.721046	0.9873894	0.018308958497793435	1
176	0	-9.42309	0.00891076	0.012913128393812673	0
177	1	6.59053564	0.9642661	0.052496733679323941	1
178	0	-9.42309	0.00891076	0.012913128393812673	0
179	1	1.918951	0.7230168	0.46789892789673848	1
180	0	-9.42309	0.00891076	0.012913128393812673	0
181	0	-9.42309	0.00891076	0.012913128393812673	0
182	0	-9.42309	0.00891076	0.012913128393812673	0
183	1	8.721046	0.9873894	0.018308958497793435	1
184	1	8.180679	0.983541846	0.023941659435328159	1
185	0	-9.42309	0.00891076	0.012913128393812673	0
186	1	8.295767	0.9844479	0.022613243741038864	1
187	1	8.721046	0.9873894	0.018308958497793435	1
188	1	8.217321	0.9838358	0.023510517791063563	1
189	0	-9.42309	0.00891076	0.012913128393812673	0
190	1	8.874785	0.9883115	0.016962224402212785	1
191	1	9.110642	0.9895982	0.015085197394511514	1
192	0	-9.42309	0.00891076	0.012913128393812673	0
193	0	-9.42309	0.00891076	0.012913128393812673	0
194	0	-9.42309	0.00891076	0.012913128393812673	0
195	0	-9.42309	0.00891076	0.012913128393812673	0
196	0	3.50053453	0.8519865	2.7561995953395542	1
197	0	-9.47051	0.008703791	0.012611881096155571	0
198	0	-9.42309	0.00891076	0.012913128393812673	0
199	0	-9.42309	0.00891076	0.012913128393812673	0
200	1	8.118364	0.983029842	0.024692880971169513	1
201	1	8.180679	0.983541846	0.023941659435328159	1
202	0	-9.42309	0.00891076	0.012913128393812673	0
203	0	-9.42309	0.00891076	0.012913128393812673	0
204	0	-9.42309	0.00891076	0.012913128393812673	0
205	1	8.721046	0.9873894	0.018308958497793435	1
206	1	7.686819	0.979028761	0.030576851707309935	1
207	0	-9.42309	0.00891076	0.012913128393812673	0
208	0	-9.42309	0.00891076	0.012913128393812673	0
209	0	-9.42309	0.00891076	0.012913128393812673	0
210	1	8.721046	0.9873894	0.018308958497793435	1
211	1	6.911491	0.969402	0.044833013281239557	1
212	0	-9.42309	0.00891076	0.012913128393812673	0
213	1	8.721046	0.9873894	0.018308958497793435	1
214	1	8.721046	0.9873894	0.018308958497793435	1
215	1	8.874785	0.9883115	0.016962224402212785	1
216	0	-9.42309	0.00891076	0.012913128393812673	0
217	0	-9.42309	0.00891076	0.012913128393812673	0
218	1	8.217321	0.9838358	0.023510517791063563	1
219	0	-9.42309	0.00891076	0.012913128393812673	0
220	0	-9.42309	0.00891076	0.012913128393812673	0
221	1	8.118364	0.983029842	0.024692880971169513	1
222	1	-4.83416367	0.08187936	3.6103563206043745	0
223	1	7.350371	0.9752818	0.036108997397743911	1
224	1	8.721046	0.9873894	0.018308958497793435	1
225	0	-9.42309	0.00891076	0.012913128393812673	0
226	1	8.118364	0.983029842	0.024692880971169513	1
227	1	6.308809	0.9590819	0.060274094393951483	1
228	0	-9.42309	0.00891076	0.012913128393812673	0
229	1	8.118364	0.983029842	0.024692880971169513	1
230	1	4.54209661	0.906450748	0.14169946091517444	1
231	1	7.12575245	0.9724248	0.040341399966683858	1
232	0	0.179729551	0.5224511	1.0662796335043392	1
233	1	7.27908	0.974407732	0.037402512981388296	1
234	0	-7.368948	0.0244952943	0.035779262700642689	0
235	0	0.426282525	0.5530845	1.1619259898711705	1
236	1	8.50796	0.9859915	0.02035291760352332	1
237	1	8.382666	0.985099256	0.021659000795017432	1
238	1	9.047625	0.989268839	0.015565460146640455	1
239	1	7.739333	0.97956115	0.029792537917908833	1
240	0	-6.88744831	0.03095657	0.045366770055719291	0
241	0	-9.42309	0.00891076	0.012913128393812673	0
242	0	-9.42309	0.00891076	0.012913128393812673	0
243	0	-5.66194344	0.05567329	0.082642017833852582	0
244	0	-9.42309	0.00891076	0.012913128393812673	0
245	0	-8.80709648	0.0120859956	0.017542630889672291	0
246	1	8.721046	0.9873894	0.018308958497793435	1
247	1	5.3223114	0.934695244	0.097432042054401022	1
248	0	-7.49924326	0.0229858663	0.033548662191080512	0
249	0	-2.73920369	0.202684179	0.32677679825805495	0
250	0	-9.42309	0.00891076	0.012913128393812673	0
251	1	8.166859	0.9834296	0.024106300020616218	1
252	0	1.33887613	0.6613773	1.5622494513418117	1
253	1	7.629478	0.97843194	0.031456594700444721	1
254	1	7.686819	0.979028761	0.030576851707309935	1
255	1	4.06121445	0.88397336	0.17792520251734339	1
256	0	-9.42309	0.00891076	0.012913128393812673	0
257	0	-9.42309	0.00891076	0.012913128393812673	0
258	0	-9.42309	0.00891076	0.012913128393812673	0
259	0	0.212121427	0.526490331	1.0785342083397542	1
260	1	8.367311	0.9849862	0.02182460330244107	1
261	1	8.721046	0.9873894	0.018308958497793435	1
262	1	8.118364	0.983029842	0.024692880971169513	1
263	1	8.135205	0.983169734	0.024487589866946102	1
264	1	8.892107	0.9884111	0.016816840825655731	1
265	0	-8.370296	0.0149917826	0.021792334638521316	0
266	1	8.51783	0.9860594	0.020253498150637261	1
267	1	3.82299161	0.8711871	0.19894551832387811	1
268	1	8.289425	0.984399259	0.022684522937463789	1
269	0	-9.42309	0.00891076	0.012913128393812673	0
270	1	7.13378143	0.9725323	0.040181969857193071	1
271	0	-9.42309	0.00891076	0.012913128393812673	0
272	1	3.82299161	0.8711871	0.19894551832387811	1
273	1	3.38511157	0.844559968	0.24372823045267464	1
274	0	-9.42309	0.00891076	0.012913128393812673	0
275	0	0.465059131	0.5578719	1.1774635941005296	1
276	0	-9.42309	0.00891076	0.012913128393812673	0
277	0	-9.42309	0.00891076	0.012913128393812673	0
278	0	-9.42309	0.00891076	0.012913128393812673	0
279	1	7.910649	0.9812075	0.027369848254888269	1
280	0	-9.42309	0.00891076	0.012913128393812673	0
281	0	-9.42309	0.00891076	0.012913128393812673	0
282	1	6.69874859	0.966084361	0.049778920326890942	1
283	1	7.564177	0.977732062	0.032488931646682893	1
284	1	8.524914	0.986108065	0.020182338959692285	1
285	1	8.721046	0.9873894	0.018308958497793435	1
286	1	9.110642	0.9895982	0.015085197394511514	1
287	0	-9.42309	0.00891076	0.012913128393812673	0
288	1	4.265172	0.8940303	0.16160441122958097	1
289	1	9.110642	0.9895982	0.015085197394511514	1
290	0	-9.42309	0.00891076	0.012913128393812673	0
291	0	-9.42309	0.00891076	0.012913128393812673	0
292	1	8.398461	0.98521477	0.021489838735885607	1
293	1	7.7880826	0.9800435	0.029082351983451316	1
294	0	-2.73920369	0.202684179	0.32677679825805495	0
295	1	8.721046	0.9873894	0.018308958497793435	1
296	0	1.11584866	0.635972142	1.4578792358264001	1
297	0	1.11720848	0.6361295	1.4585029962725538	1
298	0	-4.26329851	0.106058523	0.16174770832269644	0
299	1	8.237504	0.9839955	0.023276381094749141	1
300	1	5.463829	0.9388838	0.090981508176549639	1
301	0	-9.42309	0.00891076	0.012913128393812673	0
302	1	8.721046	0.9873894	0.018308958497793435	1
303	0	-9.42309	0.00891076	0.012913128393812673	0
304	1	6.23139668	0.9575357	0.062601842494748455	1
305	1	8.444942	0.9855495	0.020999747360348413	1
306	0	-9.42309	0.00891076	0.012913128393812673	0
307	0	-9.42309	0.00891076	0.012913128393812673	0
308	1	8.892107	0.9884111	0.016816840825655731	1
309	0	-5.66194344	0.05567329	0.082642017833852582	0
310	0	-9.42309	0.00891076	0.012913128393812673	0
311	0	-9.42309	0.00891076	0.012913128393812673	0
312	1	6.74863338	0.9668922	0.048573069686750306	1
313	0	-9.42309	0.00891076	0.012913128393812673	0
314	0	-9.42309	0.00891076	0.012913128393812673	0
315	0	9.189088	0.9899943	6.6430322842177931	1
316	1	6.343983	0.959766567	0.059244536906384107	1
317	1	8.217321	0.9838358	0.023510517791063563	1
318	0	-7.87437963	0.0191298556	0.027865941491100787	0
319	0	1.36779213	0.6646077	1.5760785431254811	1
320	1	8.157141	0.9833503	0.024222687680392936	1
321	0	-2.73920369	0.202684179	0.32677679825805495	0
322	0	-9.42309	0.00891076	0.012913128393812673	0
323	1	3.94118476	0.8776747	0.18824177625095137	1
324	0	-9.42309	0.00891076	0.012913128393812673	0
325	0	-8.691402	0.0127965417	0.018580646410714993	0
326	1	6.49427843	0.9625702	0.055036349316943907	1
327	0	-9.42309	0.00891076	0.012913128393812673	0
328	1	8.663119	0.9870236	0.018843526266717234	1
329	1	7.59483862	0.9780634	0.032000101612319157	1
330	1	6.99487925	0.970614851	0.043029161213001071	1
331	0	-9.42309	0.00891076	0.012913128393812673	0
332	0	-9.42309	0.00891076	0.012913128393812673	0
333	1	5.296032	0.9338886	0.098677606361679146	1
334	1	6.769852	0.9672301	0.048068980738697004	1
335	0	-9.42309	0.00891076	0.012913128393812673	0
336	1	5.88865376	0.9499947	0.074008655599242718	1
337	0	-9.42309	0.00891076	0.012913128393812673	0
338	0	-9.42309	0.00891076	0.012913128393812673	0
339	1	6.69649	0.9660473	0.049834285709967709	1
340	1	7.39590359	0.9758247	0.035306073510085738	1
341	0	-9.42309	0.00891076	0.012913128393812673	0
342	0	-9.42309	0.00891076	0.012913128393812673	0
343	0	-9.42309	0.00891076	0.012913128393812673	0
344	1	8.721046	0.9873894	0.018308958497793435	1
345	0	-9.42309	0.00891076	0.012913128393812673	0
346	0	-7.367062	0.024517836	0.035812600540988226	0
347	0	-8.691402	0.0127965417	0.018580646410714993	0
348	1	2.33240533	0.762457967	0.391270288805382	1
349	1	3.81012726	0.87046355	0.20014420735474456	1
350	0	-9.42309	0.00891076	0.012913128393812673	0
351	0	-9.42309	0.00891076	0.012913128393812673	0
352	0	-1.69997561	0.2994354	0.5134100195128285	0
353	1	9.189088	0.9899943	0.014507894374313835	1
354	0	-9.42309	0.00891076	0.012913128393812673	0
355	0	-9.42309	0.00891076	0.012913128393812673	0
356	1	0.211615339	0.526427269	0.92569387214008403	1
357	1	8.721046	0.9873894	0.018308958497793435	1
358	1	8.679021	0.987125039	0.018695252490662354	1
359	1	6.86931467	0.968770266	0.045773509747481941	1
360	1	8.721046	0.9873894	0.018308958497793435	1
361	1	7.48342133	0.9768358	0.033812039106353393	1
362	0	-7.258053	0.02585575	0.037792674146984756	0
363	0	-2.64655519	0.2102735	0.34057500052827655	0
364	0	-9.42309	0.00891076	0.012913128393812673	0
365	0	-9.42309	0.00891076	0.012913128393812673	0
366	1	8.721046	0.9873894	0.018308958497793435	1
367	1	8.721046	0.9873894	0.018308958497793435	1
368	0	-9.42309	0.00891076	0.012913128393812673	0
369	0	-9.42309	0.00891076	0.012913128393812673	0
370	0	-9.012697	0.0109181711	0.015838211719244752	0
371	0	-9.42309	0.00891076	0.012913128393812673	0
372	0	-9.42309	0.00891076	0.012913128393812673	0
373	0	-9.42309	0.00891076	0.012913128393812673	0
374	0	-9.42309	0.00891076	0.012913128393812673	0
375	0	-9.42309	0.00891076	0.012913128393812673	0
376	0	-9.42309	0.00891076	0.012913128393812673	0
377	0	-9.42309	0.00891076	0.012913128393812673	0
378	0	-9.47051	0.008703791	0.012611881096155571	0
379	0	-5.04885149	0.07416349	0.11117063753198006	0
380	0	-9.42309	0.00891076	0.012913128393812673	0
381	1	8.759823	0.9876285	0.017959597412608132	1
382	0	-9.42309	0.00891076	0.012913128393812673	0
383	0	-9.42309	0.00891076	0.012913128393812673	0
384	0	-9.42309	0.00891076	0.012913128393812673	0
385	0	-8.073643	0.0173472576	0.025246419222562134	0
386	1	8.180679	0.983541846	0.023941659435328159	1
387	0	-7.94747972	0.0184559543	0.02687508635788086	0
388	0	-9.42309	0.00891076	0.012913128393812673	0
389	0	-8.80709648	0.0120859956	0.017542630889672291	0
390	0	-9.42309	0.00891076	0.012913128393812673	0
391	1	8.118364	0.983029842	0.024692880971169513	1
392	0	-9.42309	0.00891076	0.012913128393812673	0
393	0	-9.42309	0.00891076	0.012913128393812673	0
394	0	-9.42309	0.00891076	0.012913128393812673	0
395	0	-9.42309	0.00891076	0.012913128393812673	0
396	0	-9.42309	0.00891076	0.012913128393812673	0
397	0	-9.42309	0.00891076	0.012913128393812673	0
398	0	-9.42309	0.00891076	0.012913128393812673	0
399	0	-9.42309	0.00891076	0.012913128393812673	0
400	1	8.799492	0.987868547	0.017609015197118792	1
401	0	-9.42309	0.00891076	0.012913128393812673	0
402	0	-7.94747972	0.0184559543	0.02687508635788086	0
403	0	-7.69556	0.0208816864	0.030444893700947089	0
404	0	-9.42309	0.00891076	0.012913128393812673	0
405	0	-9.42309	0.00891076	0.012913128393812673	0
406	0	-9.42309	0.00891076	0.012913128393812673	0
407	0	-9.42309	0.00891076	0.012913128393812673	0
408	0	-8.396704	0.0147980405	0.021508597627464768	0
409	0	-9.42309	0.00891076	0.012913128393812673	0
410	0	-9.42309	0.00891076	0.012913128393812673	0
411	0	-2.73920369	0.202684179	0.32677679825805495	0
412	1	7.953053	0.981594443	0.02680101277285097	1
413	0	-9.42309	0.00891076	0.012913128393812673	0
414	1	8.118364	0.983029842	0.024692880971169513	1
415	0	-3.37840343	0.155880854	0.24448144680294359	0
416	1	8.180679	0.983541846	0.023941659435328159	1
417	0	-9.42309	0.00891076	0.012913128393812673	0
418	0	-8.80709648	0.0120859956	0.017542630889672291	0
419	0	-7.46398735	0.0233850926	0.034138294953448264	0
420	0	-7.258053	0.02585575	0.037792674146984756	0
421	1	8.367311	0.9849862	0.02182460330244107	1
422	0	-7.21579266	0.0263933241	0.038589034475606479	0
423	0	-9.42309	0.00891076	0.012913128393812673	0
424	0	-9.42309	0.00891076	0.012913128393812673	0
425	1	8.721046	0.9873894	0.018308958497793435	1
426	0	-7.19234	0.0266963318	0.039038102566090027	0
427	1	7.975748	0.981798351	0.02650135156778019	1
428	0	-9.42309	0.00891076	0.012913128393812673	0
429	0	-9.42309	0.00891076	0.012913128393812673	0
430	0	-9.012697	0.0109181711	0.015838211719244752	0
431	0	-8.5997	0.0133888992	0.019446574994659023	0
432	0	-9.42309	0.00891076	0.012913128393812673	0
433	0	-9.42309	0.00891076	0.012913128393812673	0
434	0	1.55609477	0.6852591	1.6677634458105119	1
435	1	8.180679	0.983541846	0.023941659435328159	1
436	1	5.425384	0.93777144	0.092691753388549306	1
437	0	-9.42309	0.00891076	0.012913128393812673	0
438	0	-9.42309	0.00891076	0.012913128393812673	0
439	0	-9.42309	0.00891076	0.012913128393812673	0
440	1	7.98827934	0.98191	0.026337313202882743	1
441	0	-4.364023	0.101377524	0.15421294914006067	0
442	0	-7.97177029	0.01823722	0.026553621914634892	0
443	0	-8.80709648	0.0120859956	0.017542630889672291	0
444	0	-8.061053	0.0174548868	0.025404445192701568	0
445	0	-9.42309	0.00891076	0.012913128393812673	0
446	0	-9.42309	0.00891076	0.012913128393812673	0
447	0	-9.42309	0.00891076	0.012913128393812673	0
448	0	-9.42309	0.00891076	0.012913128393812673	0
449	1	8.721046	0.9873894	0.018308958497793435	1
450	0	-9.42309	0.00891076	0.012913128393812673	0
451	0	-9.42309	0.00891076	0.012913128393812673	0
452	0	-9.42309	0.00891076	0.012913128393812673	0
453	1	8.799492	0.987868547	0.017609015197118792	1
454	0	-9.012697	0.0109181711	0.015838211719244752	0
455	1	6.630201	0.96494323	0.051484027104754665	1
456	1	8.721046	0.9873894	0.018308958497793435	1
457	1	8.874785	0.9883115	0.016962224402212785	1
458	0	-9.42309	0.00891076	0.012913128393812673	0
459	0	-9.42309	0.00891076	0.012913128393812673	0
460	0	-9.42309	0.00891076	0.012913128393812673	0
461	0	-7.69556	0.0208816864	0.030444893700947089	0
462	0	-9.42309	0.00891076	0.012913128393812673	0
463	0	-9.42309	0.00891076	0.012913128393812673	0
464	0	-9.42309	0.00891076	0.012913128393812673	0
465	1	8.892107	0.9884111	0.016816840825655731	1
466	1	8.118364	0.983029842	0.024692880971169513	1
467	1	7.629478	0.97843194	0.031456594700444721	1
468	0	-9.42309	0.00891076	0.012913128393812673	0
469	0	-9.42309	0.00891076	0.012913128393812673	0
470	0	-9.42309	0.00891076	0.012913128393812673	0
471	0	-9.42309	0.00891076	0.012913128393812673	0
472	0	-9.42309	0.00891076	0.012913128393812673	0
473	0	-9.42309	0.00891076	0.012913128393812673	0
474	0	-9.42309	0.00891076	0.012913128393812673	0
475	0	-9.42309	0.00891076	0.012913128393812673	0
476	0	-9.42309	0.00891076	0.012913128393812673	0
477	0	-9.42309	0.00891076	0.012913128393812673	0
478	0	-9.42309	0.00891076	0.012913128393812673	0
479	1	8.799492	0.987868547	0.017609015197118792	1
480	0	-9.42309	0.00891076	0.012913128393812673	0
481	0	-9.060118	0.0106650712	0.015469082170933415	0
482	1	8.892107	0.9884111	0.016816840825655731	1
483	1	8.118364	0.983029842	0.024692880971169513	1
484	0	-9.42309	0.00891076	0.012913128393812673	0
485	0	-7.97177029	0.01823722	0.026553621914634892	0
486	0	-9.42309	0.00891076	0.012913128393812673	0
487	1	8.367311	0.9849862	0.02182460330244107	1
488	1	4.463196	0.9030513	0.14712012235283928	1
489	1	0.163169131	0.520384848	0.94234913871848114	1
490	0	-9.42309	0.00891076	0.012913128393812673	0
491	1	6.69068241	0.9659519	0.04997671446494447	1
492	0	-9.42309	0.00891076	0.012913128393812673	0
493	1	8.721046	0.9873894	0.018308958497793435	1
494	0	-2.24084926	0.245932534	0.4072344891346269	0
495	0	-9.42309	0.00891076	0.012913128393812673	0
496	0	-9.42309	0.00891076	0.012913128393812673	0
497	0	-9.42309	0.00891076	0.012913128393812673	0
498	0	-9.42309	0.00891076	0.012913128393812673	0
499	0	-9.42309	0.00891076	0.012913128393812673	0
500	0	-9.42309	0.00891076	0.012913128393812673	0
501	0	-9.42309	0.00891076	0.012913128393812673	0
502	0	-9.42309	0.00891076	0.012913128393812673	0
503	0	-9.42309	0.00891076	0.012913128393812673	0
504	0	-9.42309	0.00891076	0.012913128393812673	0
505	0	-9.012697	0.0109181711	0.015838211719244752	0
506	1	9.281703	0.990442753	0.013854504510935537	1
507	0	-7.69556	0.0208816864	0.030444893700947089	0
508	0	-9.42309	0.00891076	0.012913128393812673	0
509	0	-9.42309	0.00891076	0.012913128393812673	0
510	0	-9.42309	0.00891076	0.012913128393812673	0
511	0	-9.42309	0.00891076	0.012913128393812673	0
512	0	-9.42309	0.00891076	0.012913128393812673	0
513	0	-9.42309	0.00891076	0.012913128393812673	0
514	1	8.721046	0.9873894	0.018308958497793435	1
515	1	8.799492	0.987868547	0.017609015197118792	1
516	0	-9.42309	0.00891076	0.012913128393812673	0
517	0	-9.42309	0.00891076	0.012913128393812673	0
518	0	-9.42309	0.00891076	0.012913128393812673	0
